loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.768220544,0.565571308,0.866276741,0.37291947,1.540708542,0.617989898,0.676136374,0.549593151
0.315876007,0.911172688,0.933497787,0.880972385,0.536194801,0.838354945,0.878758967,0.809764683
0.180501118,0.951777637,0.96021837,0.941483915,0.258869857,0.939520538,0.948568881,0.932922781
0.130124032,0.965444624,0.970501125,0.960234404,0.196180686,0.946118295,0.950921595,0.94171983
0.103792593,0.973679602,0.977034032,0.969498754,0.332481951,0.922366381,0.928730011,0.919947207
0.094039962,0.976799428,0.979893506,0.973236203,0.242259771,0.939300656,0.948426008,0.934242368
0.082644977,0.980014265,0.982644975,0.977369547,0.292425513,0.935341954,0.940536916,0.932263017
0.075140573,0.982183874,0.984458983,0.980109274,0.258932412,0.955355167,0.956397295,0.955135226
0.065988846,0.983434975,0.985799015,0.981708765,0.270204246,0.952935994,0.953273118,0.951176584
0.065041639,0.984638512,0.98639518,0.982864857,0.125809625,0.97162962,0.972265005,0.971409738
0.058422353,0.985667884,0.987259924,0.984226763,0.244306475,0.95755446,0.95815897,0.956894636
0.058528285,0.986000478,0.987342179,0.984527647,0.168158919,0.954475462,0.95883137,0.952716053
0.0568639,0.986760616,0.988372624,0.98539871,0.12361449,0.964811981,0.971117556,0.961293161
0.048294947,0.989025235,0.990092278,0.987520814,0.206023604,0.948317587,0.954626322,0.943919063
0.050223947,0.988771856,0.989653587,0.987647474,0.239398032,0.954255581,0.958388686,0.95227623
0.046907242,0.988629341,0.989652574,0.987552464,0.075580783,0.979546964,0.982324362,0.977787554
0.045607343,0.989991307,0.991001427,0.98888272,0.053595446,0.983725548,0.98545295,0.983285666
0.041213837,0.9908306,0.991815865,0.990308046,0.106274486,0.956674755,0.958094418,0.955355167
0.039799482,0.990941465,0.991751909,0.990181327,0.186071962,0.96107322,0.961259067,0.960413456
0.038399752,0.991179049,0.992037833,0.990513921,0.168158919,0.983725548,0.943462908,0.939520538
0.039329965,0.991179049,0.992289364,0.990482211,0.019553866,0.995381594,0.995381594,0.995381594
0.039390936,0.991305709,0.992195785,0.990593076,0.18353422,0.964372098,0.966232598,0.96283263
0.036084909,0.991685808,0.992435515,0.991068184,0.106274486,0.979327023,0.979322493,0.979107082
0.036942337,0.991970837,0.992798567,0.991194844,0.186071962,0.995381594,0.946208119,0.943919063
0.033963718,0.992176712,0.992832661,0.991559088,0.408304036,0.962819417,0.963404555,0.962159653
0.035728287,0.992224216,0.992879927,0.991559088,0.132415175,0.979546964,0.980193675,0.979546964
0.031698525,0.992540956,0.99324429,0.991875827,0.1579061,0.974708617,0.975314081,0.973169148
0.031136615,0.993285298,0.993817568,0.992826045,0.258710861,0.967451096,0.967451096,0.967451096
0.031752784,0.992841899,0.99337393,0.992414296,0.036776613,0.991862774,0.991860986,0.991642833
0.030713581,0.992921054,0.99354744,0.992461801,0.060472194,0.985265017,0.98547852,0.985045075
0.0311545,0.993586183,0.994103372,0.993190289,0.123402283,0.985045075,0.985045075,0.985045075
0.030372476,0.993427813,0.993975639,0.9929052,0.061901134,0.990983069,0.990983069,0.990983069
0.029550055,0.993570328,0.994196475,0.992936909,0.053335052,0.986144722,0.986575723,0.98592478
0.029000301,0.993839562,0.994498372,0.993348658,0.175287962,0.978007495,0.97799778,0.977567613
0.029826676,0.993617892,0.994056284,0.993221939,0.138689175,0.983285666,0.983285666,0.983285666
0.025238628,0.994742274,0.995071888,0.99447304,0.123402283,0.986144722,0.986575723,0.98592478
0.024483452,0.994330525,0.994722307,0.993950427,0.031675361,0.993622184,0.993838012,0.993182302
0.02534057,0.994615555,0.994976461,0.994314671,0.12361449,0.990983069,0.979107082,0.975314081
0.025250105,0.994773924,0.99519825,0.994520545,0.059992939,0.98768419,0.987901449,0.98768419
0.022970052,0.995043159,0.995388925,0.994821429,0.202438593,0.965251803,0.965881586,0.965031862
